"","Date","Open","Place","Days","R","RaceName","Odds","Result","name","Distance","FieldCond","ThisRaceOneRound","ThisRaceStretch","ThisRaceElevation","FrameNum","HorseNum","HorseWeight","LastHorseWeight","WeightGain","Burden","Grade1","Grade2","Grade3","Grade4","DateDiff1","DateDiff2","DateDiff3","DateDiff4","Age","Result1","Result2","Result3","Result4","Diff1","Diff2","Diff3","Diff4","Distance1","Distance2","Distance3","Distance4","Spart1","Spart2","Spart3","Spart4","Pass1st1","Pass1st2","Pass1st3","Pass1st4","PassLast1","PassLast2","PassLast3","PassLast4","FirstPace1","FirstPace2","FirstPace3","FirstPace4","LastPace1","LastPace2","LastPace3","LastPace4","OneRound1","OneRound2","OneRound3","OneRound4","Stretch1","Stretch2","Stretch3","Stretch4","Elevation1","Elevation2","Elevation3","Elevation4","DA","RaceNum","Samecond","SamecondNR","Othercond","OthercondNR","SamePlace","SamePlaceNR","SameDist","SameDistNR","LongerDist","LongerDistNR","ShorterDist","ShorterDistNR","EarnedMoney","Money180","Money500","CrudeResult","ThisRaceMoney","LastRaceName","predictPassing"
"11","2004/10/23",4,"京都",5,6,"3歳上500万下",4.9,2,"http://db.netkeiba.com/horse/1999110221",1800,"良",1607.6,329.1,3,1,1,486,488,-2,57,701,701,701,701,20,34,48,69,1112,4,2,5,5,2.2,0.2,0.9,1,0,0,100,100,-2.1,-0.199999999999996,-0.899999999999999,-0.700000000000003,2,1,1,5,2,1,1,3,36.6,37.7,29.9,29.6,38.1,37.6,38,38.4,90,90,162.2,162.2,-23.6,-23.6,37.8,37.8,1.4,1.4,0.1,0.1,29,33,10,5.57709934592,3,0.8446541824,0,0,3,2.112,0,0,10,4.30975352832,5335,695,1982.7,0.8,300,"3歳上500万下",0
"12","2007/01/27",2,"京都",1,7,"4歳上500万下",107,8,"http://db.netkeiba.com/horse/2000100031",1800,"良",1607.6,329.1,3,1,1,518,518,0,54,701,701,701,701,21,203,216,223,1455,12,7,9,4,1.7,1.6,3.6,0.7,400,800,100,100,-0.699999999999996,-0.200000000000003,-2.9,0.0999999999999943,14,10,2,11,11,8,8,6,35.4,34.8,30.1,30,37.1,36.3,39.7,40.8,0,131.8,131.8,131.8,0,68.8,68.8,68.8,0,-0.5,-0.5,-0.5,28,28,2,0.67977216,2,0.34804334592,1,0.0858993459200001,0,0,0,0,4,1.02781550592,3799.9,0,110,0.2097152,0,"4歳上500万下",1
"13","2005/02/13",2,"京都",6,8,"4歳上500万下",3.3,2,"http://db.netkeiba.com/horse/2000100231",1800,"良",1607.6,329.1,3,1,1,510,518,-8,57,701,701,701,1100,29,50,71,295,805,2,3,15,9,0.2,0.6,1.8,1.2,0,0,-200,-800,0.199999999999996,-0.200000000000003,-1.6,-0.899999999999999,5,4,6,5,5,4,6,4,36.5,35.9,34.9,37.7,37.8,39.4,35.8,35.7,0,90,-98.3000000000002,7.59999999999991,0,-23.6,-83.4,37.1,0,1.4,-0.5,1.1,7,23,9,2.98385880776704,2,0.34804334592,4,1.85367150592,6,2.656762822656,2,0.21175262511104,3,0.46338670592,3363.1,490,910,0.8,300,"4歳上500万下",0
"14","2004/10/17",4,"京都",4,4,"3歳上500万下",1.4,2,"http://db.netkeiba.com/horse/2000100261",1800,"良",1607.6,329.1,3,1,1,460,460,0,55,701,701,1100,1100,6,22,141,169,687,6,3,3,8,0.6,0.8,0.2,0.7,0,400,400,0,0,-0.300000000000004,0,-0.299999999999997,4,5,2,4,7,4,2,4,35.6,35.6,35.3,36.5,35.2,37.4,34.2,34.2,-475.5,90,-475.5,-475.5,-196.8,-23.6,-196.8,-196.8,0.3,1.4,0.3,0.3,10,23,14,7.8527693824,4,1.70496,4,1.4027341824,9,4.7386752,0,0,9,4.8190541824,4841.8,450,3330.4,0.8,300,"3歳上500万下",0
"15","2005/01/09",1,"京都",3,7,"4歳上500万下",203.9,14,"http://db.netkeiba.com/horse/2000100262",1800,"良",1607.6,329.1,3,1,1,506,506,0,57,701,701,701,701,337,357,370,399,882,11,5,6,8,2.9,1,1.1,0.9,-600,-600,0,-700,-2.3,-0.300000000000004,-0.600000000000001,-0.199999999999996,3,7,7,5,5,5,6,10,37,37,36.8,31.4,38.6,37.9,39,36.1,162.2,162.2,0,-98.3000000000002,37.8,37.8,0,-83.4,0.1,0.1,0,-0.5,13,16,6,2.1768192,2,0.5169741824,3,0.917504,4,1.327104,4,1.3666893824,0,0,1334.6,0,417.6,0.0549755813888,0,"4歳上500万下",0
"16","2005/01/15",1,"京都",5,5,"4歳上500万下",93.5,6,"http://db.netkeiba.com/horse/2000100387",1800,"良",1607.6,329.1,3,1,1,434,434,0,57,701,701,701,701,27,41,62,76,804,6,10,11,2,1.5,1.4,1.7,0.2,100,100,0,0,-1,-0.399999999999999,-0.799999999999997,0.0999999999999943,3,6,10,3,3,9,5,3,29.9,29.7,36.1,38.7,38.7,40,38.5,36.8,77.5999999999999,77.5999999999999,0,0,-81.6,-81.6,0,0,-0.4,-0.4,0,0,25,25,6,2.5049703424,7,2.5530896384,6,3.1371981824,8,3.9114159104,0,0,5,1.1466440704,2786.6,300,1505,0.32768,0,"3歳上500万下",0
"17","2004/10/31",4,"京都",8,6,"3歳上500万下",5.6,2,"http://db.netkeiba.com/horse/2000100387",1800,"重",1607.6,329.1,3,1,1,426,418,8,57,701,701,701,701,21,50,85,105,728,6,10,9,11,1.2,1.5,1.2,2.2,0,0,100,100,-0.399999999999999,-0.799999999999997,-0.600000000000001,-1.8,8,5,7,8,8,6,8,6,36.3,38.9,30,29.7,37.9,37.2,35,38.1,0,90,-7.5,162.2,0,-23.6,36.1,37.8,0,1.4,0,0.1,21,21,1,0.64,9,3.4583880704,4,2.229824,7,3.413641728,0,0,3,0.6847463424,2486.6,0,1280,0.8,300,"3歳上500万下",0
"18","2004/01/24",1,"京都",7,8,"4歳上500万下",6.8,1,"http://db.netkeiba.com/horse/2000100387",1800,"良",1607.6,329.1,3,1,1,424,426,-2,53,701,701,701,701,28,49,63,217,447,3,5,3,5,0.4,1.1,1.4,1,0,100,0,0,0.199999999999996,-0.399999999999999,-0.899999999999999,-0.100000000000001,11,6,6,8,5,5,4,12,36.8,29.2,36.8,36.3,38.8,39.1,39.5,38.4,90,77.5999999999999,0,90,-23.6,-81.6,0,-23.6,1.4,-0.4,0,1.4,16,15,8,3.614137204736,7,2.815517659136,7,1.949735387136,9,4.841024,0,0,6,1.588630863872,1736.6,455,1736.6,1,750,"3歳上500万下",0
"19","2005/11/12",5,"京都",3,7,"3歳上500万下",79,7,"http://db.netkeiba.com/horse/2000100520",1800,"重",1607.6,329.1,3,1,1,452,434,18,55,701,701,701,701,175,209,231,244,916,8,5,10,2,0.9,0.6,0.9,0.6,0,100,100,100,0.300000000000004,0.600000000000001,0.600000000000001,0,12,13,15,10,11,9,13,8,37.9,29.6,30.8,30.7,39.2,39.9,37.9,38,135.1,163,77.5999999999999,77.5999999999999,-24.8,33.4,-81.6,-81.6,2.4,0.9,-0.4,-0.4,27,28,1,0.8,13,2.7830832857088,3,0.629669888,4,0.839385088,1,0.2097152,9,2.5339829977088,1320,0,485,0.262144,0,"4歳上500万下",1
"20","2004/10/17",4,"京都",4,7,"3歳上500万下",8.3,10,"http://db.netkeiba.com/horse/2000101281",1800,"良",1607.6,329.1,3,1,1,476,472,4,57,701,1800,701,701,15,50,70,91,735,8,6,9,10,0.9,0.4,1.1,0.7,-200,0,0,-200,-0.100000000000001,-0.100000000000001,0.399999999999999,0.299999999999997,12,6,14,17,7,4,14,10,37.6,37.8,35.2,34.3,35.3,34.5,34.9,35.4,-81.4000000000001,-7.5,-615.4,-7.5,-27.4,36.1,-329.6,36.1,1.1,0,0.8,0,2,21,12,2.58142040489984,2,0.19327352832,2,0.6193741824,6,1.0621328293888,8,1.71256110383104,0,0,1100,220,220,0.134217728,0,"3歳上500万下",1
"21","2004/01/25",1,"京都",8,7,"4歳上500万下",2.4,1,"http://db.netkeiba.com/horse/2000101350",1800,"良",1607.6,329.1,3,1,1,460,458,2,54,701,701,701,701,15,29,50,91,448,2,2,4,2,0,0.2,0.5,0.5,0,0,0,0,0.200000000000003,-0.100000000000001,-0.399999999999999,-0.100000000000001,2,3,3,2,2,2,2,3,36.9,36.8,36,35.4,38,38.8,36.1,36,0,90,-98.3000000000002,7.59999999999991,0,-23.6,-83.4,37.1,0,1.4,-0.5,1.1,4,10,9,5.588361728,1,0.16777216,3,1.574217728,5,3.07977216,2,0.902144,3,1.774217728,1790,1510,1790,1,750,"4歳上500万下",0
"22","2004/10/24",4,"京都",6,5,"3歳上500万下",10.4,3,"http://db.netkeiba.com/horse/2000102556",1800,"良",1607.6,329.1,3,1,1,474,484,-10,54,701,701,701,701,7,21,35,49,749,4,5,4,4,0.5,2.2,0.9,0.6,0,0,0,100,0.100000000000001,-0.299999999999997,-0.100000000000001,0.100000000000001,7,12,10,10,4,8,8,6,37.4,36.6,37.7,29.9,37.9,38.1,37.6,38,0,90,90,162.2,0,-23.6,-23.6,37.8,0,1.4,1.4,0.1,31,30,13,4.948885569536,1,0.512,1,0.512,8,3.447919476736,0,0,6,2.0129660928,3115,940,1160,0.64,190,"3歳上500万下",1
"23","2005/01/10",1,"京都",4,7,"4歳上500万下",38,4,"http://db.netkeiba.com/horse/2000104428",1800,"良",1607.6,329.1,3,1,1,470,468,2,55,499,499,499,499,26,55,69,83,674,3,1,3,5,0.4,-0.8,0,1.8,0,100,100,100,NA,NA,NA,NA,4,1,9,7,1,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,41,22,10.648959488,11,5.4234752,2,0.902144,7,3.16911616,0,0,26,12.903318528,882.4,175.9,829.9,0.512,110,"初雪特別",0
"24","2005/01/23",1,"京都",8,7,"4歳上500万下",363.8,7,"http://db.netkeiba.com/horse/2000104661",1800,"良",1607.6,329.1,3,1,1,516,512,4,57,701,701,701,701,29,112,148,161,742,11,14,9,13,3.8,1.5,2.4,2.1,100,400,800,100,-1.2,-0.100000000000001,-1,-1.3,13,16,11,12,14,14,10,11,29.6,35.2,35.2,31,38.9,38,35.9,38.3,77.5999999999999,90,120.6,120.6,-81.6,-23.6,64.8,64.8,-0.4,1.4,2.1,2.1,18,18,12,5.5650591285248,2,1.44,0,0,0,0,0,0,14,7.0050591285248,50.8,0,50.8,0.262144,0,"3歳上500万下",1
"25","2004/05/08",3,"京都",5,8,"4歳上500万下",65.6,2,"http://db.netkeiba.com/horse/2000105698",1800,"良",1607.6,329.1,3,1,1,502,494,8,57,701,499,500,500,27,214,223,238,413,11,1,4,2,1,0,0.4,0.6,600,400,400,400,-0.700000000000003,NA,0.600000000000001,0.100000000000001,3,NA,9,8,3,NA,10,5,33.5,NA,35.3,35,35.4,NA,39.9,40.5,7.59999999999991,NA,90,90,37.1,NA,-23.6,-23.6,1.1,NA,1.4,1.4,10,12,10,3.4743763509248,2,1.12768,2,0.202937204736,2,0.3826555813888,0,0,10,4.219400769536,600,0,600,0.8,300,"4歳上500万下",0
"26","2004/01/12",1,"京都",4,7,"4歳上500万下",185.5,10,"http://db.netkeiba.com/horse/2000106312",1800,"良",1607.6,329.1,3,1,1,550,542,8,56,701,701,701,701,16,29,51,71,407,8,15,5,16,1.3,3.7,2,2.1,0,100,0,400,0.399999999999999,-2.5,-1.7,-0.0999999999999943,12,7,4,16,16,16,3,16,36.8,29.5,36.8,35.3,38.8,38,39.5,38.2,90,77.5999999999999,0,0,-23.6,-81.6,0,0,1.4,-0.4,0,0,11,11,4,0.627555153477632,7,3.15863262511104,4,1.61255653208883,6,2.24244736,0,0,5,1.54374041858867,876,75,876,0.134217728,0,"3歳上500万下",1
"27","2005/10/15",4,"京都",3,8,"3歳上500万下",11.8,2,"http://db.netkeiba.com/horse/2000106346",1800,"稍",1607.6,329.1,3,1,1,488,486,2,57,701,701,701,701,14,48,62,77,1183,3,5,8,4,0.8,0.7,1.1,1.5,0,100,100,100,-0.0999999999999943,0.5,-0.299999999999997,-1,10,12,12,7,5,12,8,5,37.2,29.9,30.1,30.4,39.2,39,38,38.3,90,120.6,120.6,131.8,-23.6,64.8,64.8,68.8,1.4,2.1,2.1,-0.5,34,37,1,0.4096,15,6.10272059392,1,0.512,3,1.5616,1,0.16777216,12,4.78294843392,4652.2,940,1475,0.8,300,"3歳上500万下",1
"28","2004/02/08",2,"京都",4,8,"4歳上500万下",10.8,4,"http://db.netkeiba.com/horse/2000106618",1800,"良",1607.6,329.1,3,1,1,510,490,20,56,701,701,701,500,133,169,196,274,435,3,9,8,1,0.4,1.4,0.9,0,-700,-200,-200,-600,-0.399999999999999,-0.899999999999999,-0.399999999999999,0.100000000000001,1,8,7,2,1,10,7,2,30.7,35.9,35.9,36.8,35.5,36,35.6,35.5,-481.4,-7.5,-7.5,NA,-144.5,36.1,36.1,NA,0.6,0,0,NA,4,10,7,2.7146855424,3,0.941989888,3,1.461897728,4,1.364041728,6,2.2926337024,0,0,830,190,830,0.512,110,"3歳上500万下",0
"29","2004/02/21",2,"京都",7,12,"4歳上500万下",63.8,11,"http://db.netkeiba.com/horse/2000106641",1800,"良",1607.6,329.1,3,1,1,468,462,6,55,701,701,500,500,34,188,224,252,343,13,14,1,2,1,2.4,0,0.1,100,-200,100,200,0.600000000000001,0.5,0.199999999999996,0.299999999999997,10,3,5,3,12,15,3,3,29.9,34.4,30.7,35.4,39.2,37.7,38.4,38.8,162.2,-33.3000000000002,163,-291.4,37.8,63,33.4,-172.5,0.1,2.3,0.9,0.5,9,9,7,4.0165755813888,2,1.068719476736,0,0,3,1.952,1,0.0549755813888,5,3.078319476736,1367,0,1367,0.1073741824,0,"4歳上500万下",0
"30","2004/11/14",5,"京都",4,7,"3歳上500万下",31.3,14,"http://db.netkeiba.com/horse/2001100228",1800,"稍",1607.6,329.1,3,1,1,442,446,-4,54,701,701,701,701,15,36,55,190,483,11,16,14,9,1.4,1.2,2.4,1.1,600,400,400,400,-0.200000000000003,-0.899999999999999,-1.90000000000001,-0.399999999999999,10,3,3,6,10,3,5,8,34.3,34.9,34.4,34.2,37,35.7,37.3,35.9,0,-175.2,90,-175.2,0,0.700000000000045,-23.6,0.700000000000045,0,-0.1,1.4,-0.1,3,8,1,0.035184372088832,7,2.6675171237888,3,0.310330714488832,0,0,0,0,8,2.70270149587763,780,0,780,0.0549755813888,0,"3歳上500万下",0
"31","2004/10/30",4,"京都",7,6,"3歳上500万下",5.2,4,"http://db.netkeiba.com/horse/2001100347",1800,"良",1607.6,329.1,3,1,1,452,452,0,53,701,500,500,500,7,27,49,76,378,4,1,14,6,0.3,-0.5,2.9,0.9,400,0,600,800,0.600000000000001,0.800000000000004,-2.7,-0.199999999999996,7,10,2,7,7,5,2,6,34.6,37.7,35.3,34.2,38.6,39.1,37.5,35.7,0,90,90,162.2,0,-23.6,-23.6,37.8,0,1.4,1.4,0.1,12,13,6,3.023497728,7,1.8015689637888,4,1.695817728,1,1,0,0,12,3.8250666917888,865,685,865,0.512,110,"3歳上500万下",0
"32","2004/10/09",4,"京都",1,6,"3歳上500万下",139.4,2,"http://db.netkeiba.com/horse/2001100740",1800,"不",1607.6,329.1,3,1,1,482,494,-12,50,500,500,500,NA,19,41,175,NA,175,10,6,5,NA,1.5,1.6,1.4,NA,0,100,0,NA,-0.899999999999999,-0.800000000000004,-0.899999999999999,NA,5,8,8,NA,7,11,5,NA,37.5,29.6,39,NA,39,40.3,37.7,NA,90,162.2,90,NA,-23.6,37.8,-23.6,NA,1.4,0.1,1.4,NA,4,3,0,0,3,0.871497728,0,0,2,0.543817728,0,0,1,0.32768,50,50,50,0.8,300,"3歳未勝利",1
"33","2006/07/09",4,"京都",8,12,"3歳上500万下",11.2,12,"http://db.netkeiba.com/horse/2001100832",1800,"良",1607.6,329.1,3,1,1,490,496,-6,57,701,701,701,701,14,42,63,92,883,2,5,5,5,0.1,0.5,0.7,0.6,0,100,0,0,0.300000000000004,1,-0.5,0.399999999999999,10,12,3,8,4,11,3,6,35.7,29.1,36.6,38.1,38.2,39.2,37.4,38.9,0,77.5999999999999,0,90,0,-81.6,0,-23.6,0,-0.4,0,1.4,35,34,10,4.10626048,6,2.573568,2,1.2096,10,4.73848832,2,0.774144,4,1.16719616,2402,822,1417,0.0858993459200001,0,"3歳上500万下",1
"34","2005/01/22",1,"京都",7,7,"4歳上500万下",96.8,8,"http://db.netkeiba.com/horse/2001101418",1800,"良",1607.6,329.1,3,1,1,470,466,4,54,701,701,701,701,12,34,41,70,580,13,4,14,7,1.5,1,3.1,0.7,0,100,-700,400,0.100000000000001,-0.200000000000003,-2.7,1.09999999999999,15,16,2,17,15,8,10,15,37.3,30.1,30.7,34.8,37,38.9,35.6,35.8,0,77.5999999999999,-98.3000000000002,-175.2,0,-81.6,-83.4,0.700000000000045,0,-0.4,-0.5,-0.1,4,15,9,1.27765160604467,1,0.0549755813888,4,0.524137005056,2,0.103903848824832,3,0.15393162788864,5,1.07479171072,1125,110,110,0.2097152,0,"4歳上500万下",1
"35","2006/01/14",1,"京都",5,7,"4歳上500万下",1.7,1,"http://db.netkeiba.com/horse/2001101840",1800,"不",1607.6,329.1,3,1,1,508,514,-6,57,701,701,1100,701,28,41,552,573,798,5,3,4,1,0.7,0.2,0.2,0,0,0,-200,0,-0.600000000000001,0.399999999999999,0.200000000000003,0.300000000000004,3,7,4,6,2,3,3,4,38.2,37.2,36,36.6,38.6,38,35.7,37.7,90,90,-81.4000000000001,90,-23.6,-23.6,-27.4,-23.6,1.4,1.4,1.1,1.4,9,11,0,0,2,1.0496,0,0,2,1.0496,0,0,0,0,2320,265,265,1,740,"3歳上500万下",0
"36","2006/06/24",4,"京都",3,12,"3歳上500万下",22.5,8,"http://db.netkeiba.com/horse/2001102043",1800,"良",1607.6,329.1,3,1,1,604,608,-4,57,701,701,701,701,35,55,69,91,853,7,3,14,2,1,0.1,3.3,0.6,100,0,0,0,-0.399999999999999,0.100000000000001,-2.6,0.100000000000001,11,9,7,6,7,2,10,4,29.7,37.6,37.3,36.5,37.1,38,37.4,39.1,77.5999999999999,135.1,90,90,-81.6,-24.8,-23.6,-23.6,-0.4,2.4,1.4,1.4,23,23,13,9.2785741824,7,2.7414679461888,0,0,3,1.4949755813888,0,0,17,10.5250665472,879.4,621.4,841.4,0.2097152,0,"4歳上500万下",0
"37","2006/07/08",4,"京都",7,7,"3歳上500万下",13.4,14,"http://db.netkeiba.com/horse/2001102216",1800,"良",1607.6,329.1,3,1,1,494,496,-2,57,701,701,701,701,14,63,77,90,819,4,5,4,4,0.4,0.5,0.5,1,-200,-600,-400,-400,-0.399999999999999,0,-0.299999999999997,-0.299999999999997,1,2,3,5,1,2,3,6,35.7,35.6,37.7,35.9,36.7,36.2,34.7,35.6,NA,-15.4000000000001,NA,-81.4000000000001,NA,-29.6,NA,-27.4,NA,2.2,NA,1.1,2,14,6,2.5649741824,1,0.512,2,1.024,1,0.512,6,2.5649741824,0,0,1354,514,624,0.0549755813888,0,"3歳上500万下",0
"38","2004/10/16",4,"京都",3,6,"3歳上500万下",7.3,2,"http://db.netkeiba.com/horse/2001102585",1800,"良",1607.6,329.1,3,1,1,488,494,-6,53,500,500,500,500,14,258,279,307,321,3,2,3,10,0.6,0.2,0.4,1.4,200,400,400,100,0.300000000000004,0.200000000000003,-0.0999999999999943,-0.699999999999996,15,3,3,9,12,3,3,7,36.1,36.9,35.6,29.7,35.2,37.5,39.7,39.6,-481.4,0,0,77.5999999999999,-144.5,0,0,-81.6,0.6,0,0,-0.4,5,5,3,2.08,2,0.396361728,3,1.702144,0,0,0,0,5,2.476361728,460,130,460,0.8,300,"3歳未勝利",0
